,X,Y,area,classification,autumn_R,autumn_G,autumn_B,autumn_NDVI,autumn_NDWI,autumn_NIR,autumn_SWIR,spring_R,spring_G,spring_B,spring_NDVI,spring_NDWI,spring_NIR,spring_SWIR,summer_R,summer_G,summer_B,summer_NDVI,summer_NDWI,summer_NIR,summer_SWIR,summer_VH,summer_VV,log_area,CO2_flux,CH4_flux,CO2_weight,CH4_weight,CO2_precentage,CH4_precentage
1474,-76.61233776580261,42.52392918009267,700,Pond,0.0272714288106986,0.0330428566251482,0.0185142857953906,6.275144551182166e-05,-5.864270549084592e-05,0.1272714297686304,0.1289714276790619,0.0574857140226023,0.0754857148442949,0.0568714280213628,3.494294833217282e-05,-2.8358263080008328e-05,0.1277714265244347,0.1290714336293084,0.0333571434020996,0.0478857148970876,0.0324499995580741,6.185760295401061e-05,-5.028365558246151e-05,0.1534357145428657,0.1376071465866906,-19.360120940849797,-12.84522245797149,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1475,-76.59786205665279,42.53042271628931,1100,Pond,0.0171727270565249,0.0242090907625176,0.0153863635760816,4.159307619292204e-05,-2.698370934178291e-05,0.0479999994012442,0.0918318202549761,0.0473409091884439,0.0539409084753556,0.0460318181325088,3.835833393333649e-05,-3.239198800160507e-05,0.1046909100630066,0.1309590908614072,0.0243909094821323,0.0342954542826522,0.0277181821451945,5.265422144227407e-05,-4.174020366256379e-05,0.0930272733623331,0.1011454551057382,-19.420959603028457,-12.0421971914522,7.003065458786462,21.21,0.65,23331.0,715.0,0.0001558087566017124,0.00021464297368477142
1476,-76.59584726380126,42.52463499924448,700,Pond,0.0263000003993511,0.0346800006926059,0.0200199998915195,5.953231884632259e-05,-4.995893032173626e-05,0.1124799966812133,0.1454399943351745,0.047300000488758,0.0606100007891654,0.0481200002133846,4.070980430697091e-05,-3.24388915032614e-05,0.1047000005841255,0.1606999963521957,0.0320999994874,0.0515199996531009,0.0342199996113777,6.469239306170494e-05,-5.306882958393544e-05,0.1798999965190887,0.1613599985837936,-17.68925946186256,-12.061153166782166,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1477,-76.60028002195922,42.52394736028295,2400,Pond,0.024027083418332,0.0404958330715696,0.0240145836335917,3.657981672707441e-05,-7.791860577791946e-06,0.0686624994656692,0.0913562510783473,0.0412583334061006,0.0587187500980993,0.0446583338392277,3.0365266487327364e-05,-1.34594970688795e-05,0.0875770836137235,0.1161208357661962,0.0266125001944601,0.0402020835317671,0.0292124998910973,4.2884248083889055e-05,-2.5303308746060796e-05,0.0827645831741392,0.0912875005354483,-22.07821436948148,-16.590740739483874,7.783224016336037,21.21,0.65,50904.0,1560.0,0.00033994637804009975,0.00046831194258495584
1478,-76.60383930835096,42.5239410260085,1300,Pond,0.022099999925838,0.0335846155022199,0.0173692309942383,6.066635502905298e-05,-4.455008386755183e-05,0.1115846155354609,0.1196461537709603,0.052026923172749,0.061738461542588,0.0486576923957237,3.230504388249336e-05,-2.760866860066576e-05,0.1237923055887222,0.1341999986997017,0.0256115385832694,0.0369538464225255,0.027092307806015,4.889125725290237e-05,-3.4922468050633775e-05,0.0875653856648848,0.125134615943982,-21.33094972815428,-15.231568708385485,7.170119543449628,21.21,0.65,27573.0,845.0,0.00018413762143838736,0.0002536689689001844
1479,-76.59104608943454,42.52970406406202,1600,Pond,0.0295500000938773,0.0345124996965751,0.0246812499826774,4.411687643823825e-05,-3.642917309321092e-05,0.0878312507411465,0.1161562521010637,0.0512687496375292,0.0683374993968755,0.0561499998439103,2.0323406317857007e-05,-1.24824771692289e-05,0.0880562495440244,0.1284249983727932,0.0298343749018386,0.0437624999321997,0.0365375000983476,5.047184254181048e-05,-3.6968272979720496e-05,0.102921875892207,0.1041499995626509,-21.073309395631213,-14.416476669769583,7.3777589082278725,21.21,0.65,33936.0,1040.0,0.00022663091869339983,0.0003122079617233039
1480,-76.58863507537735,42.52885708107984,700,Pond,0.0163071432283946,0.0191500004647033,0.011892857030034,6.916445792220267e-05,-6.451079493022657e-05,0.098992856485503,0.1313714299883161,0.0318357140890189,0.0439571429576192,0.0389714283602578,5.213251591028113e-05,-4.259150123938785e-05,0.1049571431108883,0.1600285662072045,0.0290357145879949,0.0463642861161913,0.0367285718343087,6.452990471318896e-05,-5.06950137995383e-05,0.1486857150282178,0.1283357154045786,-18.561991259214924,-12.244208638272868,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1483,-76.51692834113007,42.52632639859371,2000,Pond,0.0291599999181926,0.0275799999479204,0.0177649999503046,4.3964715405309104e-05,-4.404341016197577e-05,0.081280000694096,0.1070749985054135,0.048667499795556,0.0516049996018409,0.0433475000783801,2.6435060408402933e-05,-2.5189659481839044e-05,0.0882199993357062,0.1269875023514032,0.0421849997714161,0.0570574996992945,0.0432124998420476,5.614304827759042e-05,-4.47420026830514e-05,0.1541200023144483,0.1167224992066621,-16.479774737679577,-8.5197784120447,7.600902459542082,21.21,0.65,42420.0,1300.0,0.0002832886483667498,0.00039025995215412985
1485,-76.51024038383977,42.529488468393815,500,Pond,0.0355400007218122,0.0455800004303455,0.0218800004571676,4.7533483302686365e-05,-3.656114622572204e-05,0.1100199989974498,0.1051999986171722,0.0411599993705749,0.0454100005328655,0.0357199996709823,3.4142107324441895e-05,-2.636049321154133e-05,0.0900000013411045,0.135819998383522,0.0326399996876716,0.0509899996221065,0.0335500001907348,5.596702976617962e-05,-3.872043926094193e-05,0.1243900015950203,0.1048500001430511,-15.751697127194598,-9.229493210266966,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1486,-76.48476416238215,42.5289404960705,600,Pond,0.021133332978934,0.0243416666053235,0.0152250002138316,6.232489492200936e-05,-5.887188429672582e-05,0.0916583314538002,0.117666666706403,0.0353666668136914,0.0413166669507821,0.0339166664828856,5.011561673503214e-05,-4.444486755043423e-05,0.1051166666050752,0.1432333389918009,0.0330500000466903,0.0447666676094134,0.0386999994516372,6.530529208248481e-05,-5.665347756197056e-05,0.1636499986052513,0.1553000013033549,-17.670336413324545,-11.902771341554743,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
1487,-76.48620146683675,42.52792240541517,600,Pond,0.0284666673590739,0.0444500011702378,0.02163333290567,6.204762939887587e-05,-4.846983453414092e-05,0.1481666689117749,0.1590999960899353,0.0360000009338061,0.0479833328475554,0.038066666573286,5.075406079413369e-05,-3.699026152996036e-05,0.1302666701376438,0.1524166663487752,0.0383166670799255,0.0598666667938232,0.0396166667342186,5.6208581857693694e-05,-4.288612520516229e-05,0.1576666682958603,0.1773166681329409,-21.280881214851664,-14.659104208790213,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
1488,-76.48240510833169,42.52836440257312,4600,Pond,0.0171967390924692,0.0227119565698439,0.0136195652834747,4.9521713821298405e-05,-3.941788564470303e-05,0.0666086957587496,0.0789326088422018,0.0349043477731554,0.0435021739129139,0.034397826206101,3.205974521931595e-05,-2.226924669665333e-05,0.0685293480106022,0.0790326088342977,0.0257315217800762,0.0369141298629667,0.0292663043364882,4.570348020301342e-05,-3.287778065935961e-05,0.0797250003594419,0.0848282608001128,-22.852801077806024,-17.036410593900303,8.433811582477187,21.21,0.65,97566.0,2990.0,0.0006515638912435245,0.0008975978899544987
1489,-76.4763100174305,42.52610082164459,900,Pond,0.0255277776676747,0.0288666668865415,0.0185111113306548,4.638169209809146e-05,-3.519656082870723e-05,0.0700777787715196,0.1003055539396074,0.0411166664626863,0.0415944444636503,0.034422221697039,2.9140790300314417e-05,-2.944173724649267e-05,0.0824388890630669,0.1327388899193869,0.0304388884041044,0.0390888887147108,0.033344444922275,4.9105671172987466e-05,-3.946133175405622e-05,0.10257222255071,0.1049111096395386,-18.28092361304602,-10.974597719657464,6.802394763324311,35.18,2.28,31662.0,2052.0,0.00021144472382338594,0.0006160103244771342
1490,-76.47209791687607,42.52539215069824,900,Pond,0.0268555553629994,0.0293888891529705,0.0161111110614405,6.025108895199891e-05,-5.4640976385498005e-05,0.1113888902796639,0.1161000008384386,0.0345333334472444,0.04385555576947,0.0344444447093539,5.221725748722545e-05,-4.3988071006929706e-05,0.1116333326531781,0.1558166692654291,0.0330888893869188,0.046588889012734,0.0329888889359103,6.0617498497271706e-05,-4.665572042641644e-05,0.1395666698614756,0.1177666659156481,-19.092515890922407,-12.981496479333767,6.802394763324311,35.18,2.28,31662.0,2052.0,0.00021144472382338594,0.0006160103244771342
1491,-76.47036304548362,42.52529109022878,1600,Pond,0.0451000002212822,0.0595687506720423,0.033293750253506,4.104429757489925e-05,-3.030079439270139e-05,0.1268812506459653,0.1070312494412064,0.0433125006966292,0.0500468746758997,0.0379031251650303,3.13933132360944e-05,-2.232679912594904e-05,0.0833281248342245,0.1175343748182058,0.0591187491081655,0.0912031251937151,0.0599375003948807,5.20685266565124e-05,-3.575980406367307e-05,0.1948156245052814,0.1442406252026558,-17.99650003312309,-12.156154903564133,7.3777589082278725,21.21,0.65,33936.0,1040.0,0.00022663091869339983,0.0003122079617233039
1492,-76.45007796347409,42.52720001020752,800,Pond,0.0293749994598329,0.0311624999158084,0.0164375001331791,6.113515519245993e-05,-6.204417195476708e-05,0.1336249988526106,0.1208374965935945,0.0321250008419156,0.0367499999701976,0.0331250000745058,4.629611476048012e-05,-3.686620857479284e-05,0.07657500077039,0.1234249975532293,0.0244874998461455,0.037687499076128,0.0294999999459832,6.871475852676667e-05,-5.83779683438479e-05,0.1500624967738986,0.123212500475347,-16.02766662568709,-8.862331392245403,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
1493,-76.43080807981688,42.52932023844062,1100,Pond,0.0197909088297323,0.0239909091456369,0.0136909092014486,5.965673335595056e-05,-5.590029005278748e-05,0.0955863632261753,0.1185363639484752,0.0347636360675096,0.0353181819346818,0.0307090908966281,5.0169110181741416e-05,-4.962585477518257e-05,0.1070181815461678,0.1455999992110512,0.0232954546809196,0.0353590903634374,0.0274363632567904,6.753172089123505e-05,-5.5987448087597095e-05,0.1370590898123654,0.1278409084135836,-17.539311231172245,-12.234112884715922,7.003065458786462,21.21,0.65,23331.0,715.0,0.0001558087566017124,0.00021464297368477142
1494,-76.41984906316658,42.52874901307573,1900,Pond,0.0196605263473956,0.0274815790747341,0.0140368418866082,5.635139333255785e-05,-4.267749911952322e-05,0.0825605259129875,0.1038236837638051,0.0384684207015915,0.047615789465214,0.0372105264349987,4.153110000372277e-05,-3.093990242058154e-05,0.0970105266100481,0.1324473697888223,0.0284526312821789,0.0408052629546115,0.0322052630546845,5.542342171936884e-05,-4.284469009450588e-05,0.1209842088191132,0.1176499998883197,-18.96584256188188,-12.994227340565306,7.549609165154532,21.21,0.65,40299.0,1235.0,0.0002691242159484123,0.0003707469545464234
1497,-76.40856635708762,42.52851558499146,11300,Pond,0.0166031818604096,0.0185995455873622,0.0099490909212776,5.144107887066309e-05,-4.6418103110309775e-05,0.0671168181452561,0.064383636448871,0.0303618182682178,0.0333922727202827,0.0276445455510507,2.7185404724150432e-05,-2.440504586564368e-05,0.0616827269677411,0.0750199997289614,0.029905000007288,0.0410777274857867,0.033601363883777,4.738448966567045e-05,-3.685478266726766e-05,0.1081172726371071,0.0771354546601122,-18.296771152247832,-12.3188308194551,9.332558004700433,21.57,0.28,243741.0,3164.0000000000005,0.001627747723752003,0.0009498326835505131
1498,-76.41255244661443,42.52505849073556,700,Pond,0.0326285713485309,0.0368285716644355,0.019978571150984,5.1444253975725065e-05,-4.610510222846642e-05,0.1127285728497164,0.1378214274133954,0.0477928572467395,0.052457143153463,0.0395071431994438,4.042287660662883e-05,-3.165243989704842e-05,0.1102714283125741,0.155128572668348,0.0386000009519713,0.0506999998220375,0.0379142851701804,5.054702809762343e-05,-4.097918021476029e-05,0.1347714279379163,0.1522142865828105,-16.92445883749534,-10.829597336584673,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1499,-76.4029789723008,42.53013718035971,2800,Pond,0.0239178571583969,0.0318517857231199,0.0168017856444099,5.9461551765187846e-05,-4.965496152310932e-05,0.1181660709636552,0.1071000006049871,0.0265071428646998,0.0361535716136651,0.0288428573736122,4.295664731606459e-05,-2.7498391870852045e-05,0.0695321430851306,0.0957875006965228,0.0280499997814851,0.0437464284311447,0.0314017858888421,5.857352139823239e-05,-4.39375669105045e-05,0.1262517868142043,0.110037500038743,-20.05876041849731,-13.689259910743514,7.937374696163295,21.21,0.65,59388.0,1820.0,0.0003966041077134497,0.0005463639330157818
1500,-76.3987834121548,42.53006937894421,1500,Pond,0.0122000001526127,0.0194958333546916,0.0086166666975865,6.87160539503869e-05,-5.586885587642124e-05,0.0770458341576159,0.0908416664848725,0.0231916665410002,0.0352750001475214,0.0306750005111098,5.103591289904822e-05,-3.3205064634482064e-05,0.0790916665767629,0.1106250012914339,0.022529166812698,0.03448750032112,0.0282749997762342,5.819331878835025e-05,-4.172689993235205e-05,0.0894916656737526,0.1065416671335697,-20.716266071180367,-14.466919854234355,7.313220387090301,21.21,0.65,31815.0,975.0,0.00021246648627506234,0.0002926949641155974
1501,-76.40424944677407,42.530012057873705,700,Pond,0.0337642859667539,0.0435142857687813,0.0209428576220359,5.711396391104374e-05,-4.688927947427146e-05,0.1392142847180366,0.1543714308312961,0.0363142857594149,0.0499785702143396,0.0395285705370562,4.680998608819209e-05,-3.697588285181804e-05,0.1052142860633986,0.1326785683631897,0.0319428574293851,0.0498500003346375,0.0330928580037185,5.736172222116563e-05,-4.483274200798145e-05,0.1377928555011749,0.1376071455223219,-19.850141379142343,-14.230076311904655,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1502,-76.39935756119232,42.52915927930909,3100,Pond,0.0232419354781027,0.0238258065655827,0.0135661290598011,4.6088198418616346e-05,-4.533841568064095e-05,0.0723532254417096,0.0756596783476491,0.0342838708311319,0.0379209679461294,0.0313967743347729,3.784385118647592e-05,-3.367668552762611e-05,0.0791274191391083,0.0820032250015966,0.0289129033204047,0.0396532257718424,0.0312596773428301,5.168538090431192e-05,-4.0545808470567625e-05,0.0982129033054075,0.0778774205715425,-18.526648400678845,-11.275521931657572,8.039157390473237,21.21,0.65,65751.0,2015.0,0.00043909740496846214,0.0006049029258389012
1506,-76.39161711725318,42.530387883655806,9800,Pond,0.0268811224532142,0.0271806125053945,0.0143637756427407,5.7791277162768704e-05,-5.466894996358433e-05,0.1032025513752382,0.1139362235458529,0.0296540817397893,0.0353290816883043,0.02950510217295,3.9471123866916265e-05,-3.2852808872423004e-05,0.0725617346600914,0.095153061406953,0.032701530531809,0.0485214286160712,0.035629591790541,6.226628064890677e-05,-5.01430862530061e-05,0.1667698975652456,0.1231346944613116,-17.58311559464104,-11.445124552131606,9.190137664658664,21.21,0.65,207858.0,6370.0,0.001388114376997074,0.0019122737655552363
1507,-76.39017156296437,42.5296591482978,600,Pond,0.030100000090897,0.029799999979635,0.0154333328828215,5.131630981243992e-05,-5.454679436904068e-05,0.1042999985317389,0.1380499973893165,0.0350666660815477,0.0405666666726271,0.0320666662106911,4.156470580104118e-05,-4.020574184930107e-05,0.0999166667461395,0.1387750059366226,0.0318083334714174,0.0500416674961646,0.0351333326349655,6.976976389220606e-05,-5.764603217054779e-05,0.1969166696071624,0.1490250006318092,-16.409255800851117,-9.675842670901767,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
1508,-76.39581298294863,42.5285901531097,500,Pond,0.0138000003993511,0.0175200000405311,0.0101799998432397,6.457810814026743e-05,-6.153699505375698e-05,0.0723399996757507,0.1056799978017807,0.039079999923706,0.0552799999713897,0.0388799995183944,4.444890364538878e-05,-3.040141091332771e-05,0.0929999977350235,0.1379999995231628,0.0272199999541044,0.0383599996566772,0.0338800005614757,5.8854601229541e-05,-4.946374392602593e-05,0.11317999958992,0.1337599962949753,-19.69401750686225,-13.462731545708904,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1509,-76.39796662139756,42.52806681201191,3100,Pond,0.0204629033443427,0.0242419356119728,0.0117016129285818,5.948862787092014e-05,-5.346172357319794e-05,0.0908999995839211,0.089214515662001,0.0311838708096934,0.041456451819789,0.0326935479477528,4.066966868131496e-05,-3.093551232825942e-05,0.085482257989145,0.1011629042125517,0.0343048386876621,0.0533258066542687,0.0376338710587832,6.194180570028331e-05,-4.803485019017957e-05,0.1655145162536252,0.1187048398198619,-20.46605498655404,-14.270900100235409,8.039157390473237,21.21,0.65,65751.0,2015.0,0.00043909740496846214,0.0006049029258389012
1510,-76.38685082104374,42.524671683692496,29700,Pond,0.0140242424969144,0.014878451168813,0.0071240741048503,4.301963849473867e-05,-3.978795840400307e-05,0.0506249158408003,0.0451170032787503,0.0291863637114012,0.0327557238502434,0.0268875422106698,3.0018723877715686e-05,-2.6750099526391055e-05,0.0629170035648627,0.0555274413791971,0.0414769360513398,0.054600336711214,0.0426479796706526,5.010461714687077e-05,-4.063724227062848e-05,0.1351363638961556,0.0750658253226617,-20.90447850578563,-12.57664863430218,10.298902324790792,21.57,0.28,640629.0,8316.0,0.004278239592516326,0.0024964628939336494
1513,-76.37077280858573,42.529046108813375,3700,Pond,0.0176258064475992,0.0207370966072044,0.0109499999201826,4.986628611673481e-05,-3.6151355728971765e-05,0.0585596778339916,0.074969356338824,0.0249854838475585,0.032809677744104,0.0297532257053159,4.299493417831048e-05,-3.238554353218558e-05,0.0648499993427145,0.0913951606039078,0.023096774374285,0.0349951615376818,0.0325596773576351,5.3052778492846914e-05,-3.771624330012503e-05,0.093654838060179,0.0791177427576434,-20.09812283203892,-14.694686799515717,8.216088098632316,21.21,0.65,78477.0,2405.0,0.0005240839994784871,0.0007219809114851403
1514,-76.36710282646817,42.52724268018352,500,Pond,0.0155299998819828,0.0152000002562999,0.0054400000721216,6.42412982415408e-05,-6.490426894742996e-05,0.067239998281002,0.1267200022935867,0.0203400004655122,0.0346999999135732,0.0232799999415874,6.000710563967004e-05,-5.1855755737051366e-05,0.1033999979496002,0.1626399934291839,0.0233599998056888,0.0353399999439716,0.0280799992382526,7.349200022872537e-05,-6.417791882995516e-05,0.1631599962711334,0.144839996099472,-16.61938719840781,-10.589267150293551,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1515,-76.35474184654274,42.53538998230261,66700,Pond,0.0387638117341945,0.0453732252907134,0.023024074118843,4.9512118016817696e-05,-4.781645740012557e-05,0.1310601848993956,0.1067212962855895,0.0374321759991738,0.0445816358738222,0.0388892747384185,3.4411061041813205e-05,-2.930889624403116e-05,0.0854037037021538,0.0792737654812726,0.0603679012173763,0.0916562500225817,0.0601121142138669,5.8054528027342814e-05,-4.55632213440064e-05,0.2459939813103389,0.1353773142751536,-20.969201499383757,-13.206535696302096,11.107960231903714,21.57,0.28,1438719.0,18676.0,0.00960803302427067,0.005606534512638869
1516,-76.35740347135047,42.52797276551442,2200,Pond,0.0112477270886302,0.0157613637010482,0.0116022728722203,5.2193487135809846e-05,-4.1737228870756965e-05,0.0472249999134378,0.0726477283645759,0.0430068178949031,0.0549409089779312,0.0523159090768207,3.663214349878465e-05,-2.742507372617679e-05,0.0989295454187826,0.1025022739036516,0.0237249998714436,0.0332522725009105,0.0315477268939668,4.683715616755018e-05,-3.458256022978193e-05,0.0734704546630382,0.0797250003299929,-23.370004660542183,-17.11884079896961,7.696212639346407,21.21,0.65,46662.0,1430.0,0.0003116175132034248,0.00042928594736954285
1517,-76.34671649330902,42.527612853878246,26500,Pond,0.0255675472248837,0.0324622643303196,0.0185522641846031,3.807313698656936e-05,-2.672702770003113e-05,0.0583796225488185,0.0487226416339289,0.102294150796139,0.1111949055824639,0.0992769813340789,2.8589231270708076e-05,-2.4184121928487483e-05,0.1734224525543878,0.1134152831052834,0.0587143396290968,0.0954498112482844,0.0620620755654461,4.8627977340179056e-05,-3.116162497119732e-05,0.1885741513292744,0.0888349057087358,-19.359688373181918,-11.67162290378813,10.184900011974314,21.57,0.28,571605.0,7420.000000000001,0.0038172844849051393,0.0022274837269104955
1518,-76.32778356648224,42.52790214928621,3400,Pond,0.017216176725924,0.0231544116840643,0.0108367646359564,3.871378296881791e-05,-2.459551641255958e-05,0.0498720586080761,0.0744882350897087,0.0351279408616178,0.0482705881928696,0.0341632356319357,2.945667342026033e-05,-1.596784393514634e-05,0.0731897051720058,0.0998367660624139,0.0249970589271363,0.0383176471599761,0.0295500000390936,4.655999766649021e-05,-2.8740603310699737e-05,0.0794367647784597,0.0859044115332996,-21.714165554177157,-15.640667204846832,8.131530710604252,21.21,0.65,72114.0,2210.0,0.00048159070222347463,0.0006634419186620208
1519,-76.32920290463116,42.52544604961528,1000,Pond,0.0144999999552965,0.0166700001340359,0.0088000001152977,6.089214984967839e-05,-5.672153529303614e-05,0.0615899994969368,0.0780050009489059,0.052760000154376,0.0554299999028444,0.0391200002282857,2.637890193000203e-05,-2.779769793050946e-05,0.0989900007843971,0.0995299987494945,0.0687100000679492,0.0988250002264976,0.0636499997228384,6.42569299088791e-05,-5.391905942815356e-05,0.3249050006270408,0.1794250026345253,-18.35191419971256,-12.672615500748645,6.907755278982137,21.21,0.65,21210.0,650.0,0.0001416443241833749,0.00019512997607706493
1522,-76.31738132387422,42.53189065453712,43400,Pond,0.0288620327803889,0.0334216121727792,0.0230043224912032,2.7925339572855072e-05,-2.09489715135678e-05,0.0621475469207861,0.0564001168115673,0.029671729015726,0.036526869112086,0.0276067756795298,3.098982598993788e-05,-1.857952870467701e-05,0.0634398365776254,0.071066822277852,0.0299168224489995,0.0442778038331002,0.0321719626217175,5.212821056757603e-05,-3.7424109575886606e-05,0.1110356308554656,0.0649940423693542,-22.734361087542293,-15.09485001345085,10.678214720088496,21.57,0.28,936138.0,12152.000000000002,0.006251703646976719,0.0036480299527515284
1523,-76.32021157309859,42.5302269640035,6700,Pond,0.0188350745879892,0.022576119375429,0.0108343282950791,5.249937368798376e-05,-4.331778663031604e-05,0.0671171639114618,0.0811044773948726,0.038323880715379,0.0419320894488647,0.0322305970449945,3.742871466336021e-05,-2.925795767094233e-05,0.0881641786823521,0.1104089555455677,0.0271850746792199,0.0384626866999402,0.0325171641671835,5.371126815643676e-05,-4.135378451371538e-05,0.1057776116501929,0.0872880608510615,-20.090505057619996,-13.24141493569033,8.809862805379057,21.21,0.65,142107.0,4355.0,0.0009490169720286118,0.001307370839716335
1527,-76.29885781433362,42.53105153698819,800,Pond,0.015383333278199,0.0191166667888561,0.0134166668479641,6.713960950340454e-05,-6.254545587580651e-05,0.0822333320975303,0.1033333341280619,0.0330833327025175,0.0426166659841934,0.0380833329011996,5.3844785118902415e-05,-4.588424659838589e-05,0.1039750004808108,0.1177833378314971,0.0287083334599932,0.0389083338280518,0.034866666731735,5.639174560201354e-05,-4.712160080089234e-05,0.1027499996125698,0.1247333337863286,-22.839661892024747,-16.106629855939314,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
1530,-76.29512315171723,42.53026301579434,2700,Pond,0.0397870373670701,0.0430351850335244,0.023355555617147,5.6148835062264913e-05,-5.36653790698404e-05,0.1376796295797383,0.1491777758907388,0.0396981478013374,0.040490741117133,0.0342222220367855,3.954690449366657e-05,-3.892797691083548e-05,0.0984425933824645,0.0858703708207165,0.049429629549936,0.0759666665560669,0.0488277779961073,6.339752696846888e-05,-5.164541370403539e-05,0.2526370375244706,0.1491277786316695,-20.20525205929698,-13.527425313098362,7.90100705199242,21.21,0.65,57267.0,1755.0,0.0003824396752951122,0.0005268509354080754
1531,-76.27901131387057,42.53011143959784,8600,Pond,0.0171186046913092,0.0203761628092548,0.0124226744167593,3.598404531510104e-05,-2.6827178809787976e-05,0.0505593023804384,0.0677674420741061,0.0270116278078666,0.04092151169167,0.0301994186024679,4.151541054662355e-05,-2.321328759179789e-05,0.0807639542793811,0.0908523253923238,0.0290209301422501,0.0427837210252534,0.0351040697071787,5.4649542467221945e-05,-4.132977709411725e-05,0.1338465118477511,0.0899389533455981,-23.17011141916308,-16.70678066632305,9.0595174822416,21.21,0.65,182406.0,5590.0,0.001218141187977024,0.0016781177942627584
1532,-76.27745994426591,42.53001548002719,3000,Pond,0.0178833333154519,0.0222900001642604,0.0120116667201121,5.1491654509542666e-05,-3.896646433834879e-05,0.0689949989318847,0.0878466666986545,0.0273416669418414,0.0444116658220688,0.0318566667536894,4.668703295465093e-05,-2.4256220583159424e-05,0.0836050012459357,0.1022950006028016,0.0245166668047507,0.0426449997971455,0.0345833335692683,5.822673701914027e-05,-4.008923357711562e-05,0.1139116667211055,0.0891700014472007,-19.27442432728108,-13.748271894565342,8.006367567650246,21.21,0.65,63630.0,1950.0,0.0004249329725501247,0.0005853899282311948
1533,-76.27781028722667,42.52900138188418,4500,Pond,0.0163111111356152,0.0206188888806435,0.0120266665394107,4.503220403017218e-05,-2.980458302772604e-05,0.0495844448192252,0.0656555553277333,0.0261822221179803,0.0372699998319149,0.0308844445066319,3.7564133728867296e-05,-2.135427639586851e-05,0.0648399999572171,0.0819933343264791,0.0293111111140913,0.0467377779384454,0.0383988887899451,4.681525529627429e-05,-3.0158565075705864e-05,0.098059999777211,0.0833999999695354,-21.951288216756303,-16.231644256076162,8.411832675758411,21.21,0.65,95445.0,2925.0,0.000637399458825187,0.0008780848923467922
1534,-76.27650201351291,42.53043088279189,1100,Pond,0.0176636364141648,0.0259090912613001,0.0127818182280117,5.740677575390278e-05,-3.786063677001618e-05,0.0665454552932219,0.1061818179759112,0.0274954549968242,0.0502045452594757,0.0356681821021166,5.0487116492480375e-05,-2.491040380515518e-05,0.0851363631134683,0.1181909089738672,0.0248090910979292,0.0501454550434242,0.0359227271242575,5.996546910451302e-05,-3.378192427176559e-05,0.0997136370702223,0.1044045442884618,-16.764528056377614,-11.544128778253944,7.003065458786462,21.21,0.65,23331.0,715.0,0.0001558087566017124,0.00021464297368477142
1535,-76.69311940938084,42.53720499668441,1000,Pond,0.0305099999532103,0.0483899991959333,0.0251800002530217,4.482385465962579e-05,-2.565374352343497e-05,0.0902199998497963,0.1097600005567073,0.0397550001740455,0.0689150005578994,0.0439599998295307,3.812019895121921e-05,-1.3454574127536034e-05,0.0928899984806776,0.1292599990963935,0.0321300001814961,0.072410000115633,0.0389799997210502,5.596069859166164e-05,-2.642861838921817e-05,0.137849997729063,0.1288499981164932,-18.551381519755928,-13.413009071337594,6.907755278982137,21.21,0.65,21210.0,650.0,0.0001416443241833749,0.00019512997607706493
1536,-76.69401323308854,42.53573625119488,2000,Pond,0.0291200002655386,0.0307975002564489,0.0179324999451637,4.819579025934217e-05,-4.447883584361989e-05,0.088769999705255,0.111320000141859,0.0320075000636279,0.0415124995633959,0.0367850000038743,3.648233596322825e-05,-2.5851287864497864e-05,0.0763774994760751,0.1080700013786554,0.0383950005285441,0.0464050004258751,0.0350799999199807,4.705096362158656e-05,-3.8603003304160666e-05,0.1168450009077787,0.1499450035393238,-20.676569361019823,-14.08030216085166,7.600902459542082,21.21,0.65,42420.0,1300.0,0.0002832886483667498,0.00039025995215412985
